estado,municipio,bioma,ano,mês,dia
RIO GRANDE DO SUL,SÃO SEBASTIÃO DO CAÍ,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,BROCHIER,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,SALVADOR DO SUL,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,ALTO FELIZ,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,CAPITÃO,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,CAMBARÁ DO SUL,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,CAXIAS DO SUL,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,DOUTOR RICARDO,Mata Atlântica,2019,07,12
RIO GRANDE DO SUL,SÃO FRANCISCO DE PAULA,Mata Atlântica,2019,07,12
MATO GROSSO DO SUL,ÁGUA CLARA,Cerrado,2019,07,12
MINAS GERAIS,DELFINÓPOLIS,Cerrado,2019,07,12
MINAS GERAIS,FRUTAL,Cerrado,2019,07,12
MINAS GERAIS,INHAÚMA,Cerrado,2019,07,12
MARANHÃO,MIRADOR,Cerrado,2019,07,14
CEARÁ,SOBRAL,Caatinga,2019,01,02
PIAUÍ,ESPERANTINA,Caatinga,2019,01,02
PIAUÍ,PIRACURUCA,Caatinga,2019,01,02
PIAUÍ,SÃO JOSÉ DO DIVINO,Caatinga,2019,01,02
MARANHÃO,VARGEM GRANDE,Cerrado,2019,01,02
PIAUÍ,BAIXA GRANDE DO RIBEIRO,Cerrado,2019,01,02
BAHIA,CACULÉ,Caatinga,2019,01,02
BAHIA,COCOS,Cerrado,2019,01,02
GOIÁS,PARANAIGUARA,Mata Atlântica,2019,01,02
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,01,02
MATO GROSSO,ITIQUIRA,Pantanal,2019,01,02
MATO GROSSO DO SUL,AMAMBAI,Mata Atlântica,2019,01,03
PARAÍBA,CONCEIÇÃO,Caatinga,2019,01,04
CEARÁ,AURORA,Caatinga,2019,01,04
CEARÁ,LAVRAS DA MANGABEIRA,Caatinga,2019,01,04
CEARÁ,JUCÁS,Caatinga,2019,01,04
CEARÁ,IGUATU,Caatinga,2019,01,04
PARÁ,MOJU,Amazônia,2019,01,05
PARÁ,PRAINHA,Amazônia,2019,01,05
PARÁ,ORIXIMINÁ,Amazônia,2019,01,05
PARÁ,MONTE ALEGRE,Amazônia,2019,01,05
PARÁ,ÓBIDOS,Amazônia,2019,01,05
AMAZONAS,AUTAZES,Amazônia,2019,01,12
MARANHÃO,IMPERATRIZ,Cerrado,2019,01,09
GOIÁS,NIQUELÂNDIA,Cerrado,2019,01,09
GOIÁS,MUTUNÓPOLIS,Cerrado,2019,01,09
GOIÁS,NOVA CRIXÁS,Cerrado,2019,01,09
TOCANTINS,FORMOSO DO ARAGUAIA,Cerrado,2019,01,09
PIAUÍ,CURIMATÁ,Cerrado,2019,01,12
MATO GROSSO,NOVA UBIRATÃ,Cerrado,2019,01,12
MATO GROSSO,PARANATINGA,Amazônia,2019,01,12
MATO GROSSO,IPIRANGA DO NORTE,Amazônia,2019,01,12
MATO GROSSO,FELIZ NATAL,Amazônia,2019,01,12
BAHIA,ITAPEBI,Mata Atlântica,2019,01,13
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,01,15
MATO GROSSO,FELIZ NATAL,Amazônia,2019,01,19
MATO GROSSO,NOVO SANTO ANTÔNIO,Cerrado,2019,01,19
SÃO PAULO,ITAÍ,Cerrado,2019,01,19
RORAIMA,UIRAMUTÃ,Amazônia,2019,01,28
RORAIMA,PACARAIMA,Amazônia,2019,01,28
ESPÍRITO SANTO,ITAPEMIRIM,Mata Atlântica,2019,01,28
RONDÔNIA,COSTA MARQUES,Amazônia,2019,01,20
SÃO PAULO,MORRO AGUDO,Cerrado,2019,01,28
MATO GROSSO DO SUL,ELDORADO,Mata Atlântica,2019,01,28
PARANÁ,PORECATU,Mata Atlântica,2019,01,28
PARANÁ,PARANAPOEMA,Mata Atlântica,2019,01,28
RORAIMA,NORMANDIA,Amazônia,2019,01,28
SÃO PAULO,IACANGA,Mata Atlântica,2019,01,28
SÃO PAULO,CARAGUATATUBA,Mata Atlântica,2019,01,28
RIO DE JANEIRO,ARARUAMA,Mata Atlântica,2019,01,21
RIO DE JANEIRO,CABO FRIO,Mata Atlântica,2019,01,21
SÃO PAULO,PORTO FERREIRA,Mata Atlântica,2019,01,21
GOIÁS,NOVA ROMA,Cerrado,2019,01,23
SÃO PAULO,JALES,Mata Atlântica,2019,01,23
RORAIMA,NORMANDIA,Amazônia,2019,01,24
RORAIMA,PACARAIMA,Amazônia,2019,01,24
GOIÁS,QUIRINÓPOLIS,Mata Atlântica,2019,01,24
MATO GROSSO,POCONÉ,Pantanal,2019,01,24
MATO GROSSO,PEDRA PRETA,Cerrado,2019,01,24
MATO GROSSO,RONDONÓPOLIS,Cerrado,2019,01,24
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,01,24
CEARÁ,MORADA NOVA,Caatinga,2019,01,29
RIO GRANDE DO NORTE,AREIA BRANCA,Caatinga,2019,01,29
PIAUÍ,BARRAS,Caatinga,2019,01,30
RORAIMA,IRACEMA,Amazônia,2019,02,09
MATO GROSSO,SANTA CARMEM,Amazônia,2019,01,30
TOCANTINS,PEIXE,Cerrado,2019,01,30
RORAIMA,BONFIM,Amazônia,2019,02,09
RORAIMA,CANTÁ,Amazônia,2019,02,09
RORAIMA,MUCAJAÍ,Amazônia,2019,02,09
RIO GRANDE DO SUL,SARANDI,Mata Atlântica,2019,01,31
MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2019,02,09
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,02,09
GOIÁS,ITAJÁ,Cerrado,2019,02,09
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,01,31
MATO GROSSO DO SUL,BONITO,Cerrado,2019,01,31
MATO GROSSO DO SUL,CASSILÂNDIA,Cerrado,2019,01,31
GOIÁS,MONTES CLAROS DE GOIÁS,Cerrado,2019,01,31
GOIÁS,QUIRINÓPOLIS,Mata Atlântica,2019,01,31
MATO GROSSO,LAMBARI D'OESTE,Amazônia,2019,02,09
GOIÁS,MINEIROS,Cerrado,2019,02,09
SÃO PAULO,OSVALDO CRUZ,Mata Atlântica,2019,02,02
MATO GROSSO DO SUL,BATAGUASSU,Cerrado,2019,02,02
MATO GROSSO DO SUL,NOVA ALVORADA DO SUL,Cerrado,2019,02,02
MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,2019,02,02
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,02,02
MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,Amazônia,2019,02,09
PARÁ,PRAINHA,Amazônia,2019,02,04
RORAIMA,SÃO LUIZ,Amazônia,2019,02,09
RORAIMA,RORAINÓPOLIS,Amazônia,2019,02,09
MATO GROSSO,NOVA MARINGÁ,Amazônia,2019,02,09
MATO GROSSO,CANARANA,Amazônia,2019,02,09
GOIÁS,PORANGATU,Cerrado,2019,02,06
TOCANTINS,MARIANÓPOLIS DO TOCANTINS,Cerrado,2019,02,06
GOIÁS,AMARALINA,Cerrado,2019,02,06
MATO GROSSO DO SUL,GLÓRIA DE DOURADOS,Mata Atlântica,2019,02,06
RONDÔNIA,BURITIS,Amazônia,2019,02,07
MATO GROSSO DO SUL,ÁGUA CLARA,Cerrado,2019,02,08
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlântica,2019,02,10
SÃO PAULO,PORTO FERREIRA,Mata Atlântica,2019,02,10
MINAS GERAIS,ANDRELÂNDIA,Mata Atlântica,2019,02,10
MINAS GERAIS,JUIZ DE FORA,Mata Atlântica,2019,02,10
MINAS GERAIS,BOM DESPACHO,Cerrado,2019,02,10
SÃO PAULO,PRESIDENTE EPITÁCIO,Mata Atlântica,2019,02,11
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,02,11
MATO GROSSO,NOVA MARINGÁ,Amazônia,2019,02,11
MATO GROSSO,BRASNORTE,Cerrado,2019,02,11
MATO GROSSO,BRASNORTE,Amazônia,2019,02,11
MATO GROSSO,PORTO DOS GAÚCHOS,Amazônia,2019,02,11
AMAZONAS,TEFÉ,Amazônia,2019,02,21
RORAIMA,CARACARAÍ,Amazônia,2019,02,21
AMAZONAS,ALVARÃES,Amazônia,2019,02,21
MATO GROSSO,NOVA UBIRATÃ,Cerrado,2019,02,13
MATO GROSSO,GAÚCHA DO NORTE,Amazônia,2019,02,13
RORAIMA,BOA VISTA,Amazônia,2019,02,21
AMAZONAS,SANTA ISABEL DO RIO NEGRO,Amazônia,2019,02,21
MATO GROSSO DO SUL,CORUMBÁ,Pantanal,2019,02,18
RORAIMA,IRACEMA,Amazônia,2019,02,18
AMAZONAS,BARCELOS,Amazônia,2019,02,18
RORAIMA,RORAINÓPOLIS,Amazônia,2019,02,18
MATO GROSSO DO SUL,BRASILÂNDIA,Cerrado,2019,02,20
MATO GROSSO,CLÁUDIA,Amazônia,2019,02,24
MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,Amazônia,2019,02,24
RORAIMA,AMAJARI,Amazônia,2019,02,28
RORAIMA,NORMANDIA,Amazônia,2019,02,28
BAHIA,NOVA SOURE,Caatinga,2019,02,28
BAHIA,PORTO SEGURO,Mata Atlântica,2019,02,28
BAHIA,SANTA CRUZ CABRÁLIA,Mata Atlântica,2019,02,28
BAHIA,UNA,Mata Atlântica,2019,03,02
RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,2019,03,02
SÃO PAULO,PRAIA GRANDE,Mata Atlântica,2019,03,05
RORAIMA,MUCAJAÍ,Amazônia,2019,03,06
RORAIMA,BONFIM,Amazônia,2019,03,06
RORAIMA,CAROEBE,Amazônia,2019,03,06
RORAIMA,RORAINÓPOLIS,Amazônia,2019,03,06
AMAZONAS,BARCELOS,Amazônia,2019,03,06
RORAIMA,MUCAJAÍ,Amazônia,2019,03,11
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2019,03,13
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2019,03,15
MATO GROSSO,NOVA MUTUM,Cerrado,2019,03,15
MATO GROSSO,GAÚCHA DO NORTE,Amazônia,2019,03,15
MATO GROSSO,NOVA MUTUM,Amazônia,2019,03,15
MATO GROSSO,PARANATINGA,Amazônia,2019,03,15
MATO GROSSO,CANARANA,Amazônia,2019,03,15
MATO GROSSO,NOVA UBIRATÃ,Cerrado,2019,03,15
BAHIA,PORTO SEGURO,Mata Atlântica,2019,03,16
RORAIMA,RORAINÓPOLIS,Amazônia,2019,03,20
AMAZONAS,JUTAÍ,Amazônia,2019,03,20
AMAZONAS,CAREIRO DA VÁRZEA,Amazônia,2019,03,20
RORAIMA,CARACARAÍ,Amazônia,2019,03,26
MATO GROSSO,BRASNORTE,Amazônia,2019,03,22
MATO GROSSO,TAPURAH,Amazônia,2019,03,22
RORAIMA,CARACARAÍ,Amazônia,2019,03,22
RORAIMA,CARACARAÍ,Amazônia,2019,03,24
MATO GROSSO,BRASNORTE,Cerrado,2019,03,24
MATO GROSSO,SÃO JOSÉ DO RIO CLARO,Cerrado,2019,03,25
RORAIMA,IRACEMA,Amazônia,2019,03,25
MATO GROSSO,BRASNORTE,Cerrado,2019,03,26
GOIÁS,URUAÇU,Cerrado,2019,03,19
MATO GROSSO,CANARANA,Amazônia,2019,03,28
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2019,03,28
RORAIMA,MUCAJAÍ,Amazônia,2019,03,29
RORAIMA,CARACARAÍ,Amazônia,2019,03,29
MATO GROSSO,PEIXOTO DE AZEVEDO,Amazônia,2019,03,31
RORAIMA,CARACARAÍ,Amazônia,2019,03,31
RORAIMA,SÃO LUIZ,Amazônia,2019,03,31
MATO GROSSO,SÃO JOSÉ DO RIO CLARO,Cerrado,2019,03,31
MATO GROSSO,NOVA MUTUM,Cerrado,2019,03,31
RORAIMA,AMAJARI,Amazônia,2019,03,31
RORAIMA,RORAINÓPOLIS,Amazônia,2019,04,05
TOCANTINS,ARAGUAÇU,Cerrado,2019,04,05
MATO GROSSO,TAPURAH,Amazônia,2019,04,05
MATO GROSSO,NOVA OLÍMPIA,Amazônia,2019,04,05
MATO GROSSO,TANGARÁ DA SERRA,Cerrado,2019,04,05
MATO GROSSO,COCALINHO,Cerrado,2019,04,05
MATO GROSSO,NOVA MARILÂNDIA,Amazônia,2019,04,05
RORAIMA,CARACARAÍ,Amazônia,2019,04,03
RORAIMA,RORAINÓPOLIS,Amazônia,2019,04,03
RORAIMA,SÃO JOÃO DA BALIZA,Amazônia,2019,04,03
RORAIMA,SÃO LUIZ,Amazônia,2019,04,03
MATO GROSSO,GUARANTÃ DO NORTE,Amazônia,2019,04,18
RORAIMA,ALTO ALEGRE,Amazônia,2019,04,07
RORAIMA,RORAINÓPOLIS,Amazônia,2019,04,07
RORAIMA,CARACARAÍ,Amazônia,2019,04,07
RORAIMA,CARACARAÍ,Amazônia,2019,04,08
CEARÁ,ARACATI,Caatinga,2019,04,09
PARÁ,PRAINHA,Amazônia,2019,04,18
PARÁ,PLACAS,Amazônia,2019,04,18
PARANÁ,ALTO PARAÍSO,Mata Atlântica,2019,04,16
PARANÁ,CIANORTE,Mata Atlântica,2019,04,16
PARANÁ,SANTA CRUZ DE MONTE CASTELO,Mata Atlântica,2019,04,16
PARANÁ,SANTA ISABEL DO IVAÍ,Mata Atlântica,2019,04,16
BAHIA,LUÍS EDUARDO MAGALHÃES,Cerrado,2019,04,16
TOCANTINS,APARECIDA DO RIO NEGRO,Cerrado,2019,04,16
RORAIMA,CARACARAÍ,Amazônia,2019,04,16
RORAIMA,SÃO LUIZ,Amazônia,2019,04,18
RORAIMA,RORAINÓPOLIS,Amazônia,2019,04,18
RORAIMA,CARACARAÍ,Amazônia,2019,04,18
RORAIMA,ALTO ALEGRE,Amazônia,2019,04,18
RORAIMA,MUCAJAÍ,Amazônia,2019,04,18
RORAIMA,CANTÁ,Amazônia,2019,04,18
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2019,04,19
RORAIMA,CARACARAÍ,Amazônia,2019,04,19
MATO GROSSO,UNIÃO DO SUL,Amazônia,2019,04,20
MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,Amazônia,2019,04,20
MATO GROSSO,JUARA,Amazônia,2019,04,20
TOCANTINS,BREJINHO DE NAZARÉ,Cerrado,2019,04,20
MATO GROSSO,ITAÚBA,Amazônia,2019,04,20
MATO GROSSO,MARCELÂNDIA,Amazônia,2019,04,20
MINAS GERAIS,PARACATU,Cerrado,2019,04,20
MINAS GERAIS,ALAGOA,Mata Atlântica,2019,04,20
SÃO PAULO,SÃO PEDRO,Cerrado,2019,04,20
MATO GROSSO,CANARANA,Amazônia,2019,04,22
MATO GROSSO,CANARANA,Cerrado,2019,04,22
RIO GRANDE DO SUL,SÃO SEPÉ,Pampa,2019,04,22
PARANÁ,BARBOSA FERRAZ,Mata Atlântica,2019,04,23
MATO GROSSO,JUARA,Amazônia,2019,05,16
MATO GROSSO,NOVA CANAÃ DO NORTE,Amazônia,2019,05,16
MATO GROSSO,COLÍDER,Amazônia,2019,05,16
MATO GROSSO,ITAÚBA,Amazônia,2019,05,16
MATO GROSSO,NORTELÂNDIA,Cerrado,2019,05,16
MATO GROSSO,NOVA MARINGÁ,Amazônia,2019,05,16
MATO GROSSO,SANTA RITA DO TRIVELATO,Cerrado,2019,05,16
RORAIMA,CANTÁ,Amazônia,2019,04,25
RORAIMA,CARACARAÍ,Amazônia,2019,04,25
RORAIMA,CAROEBE,Amazônia,2019,04,25
MATO GROSSO,BARRA DO GARÇAS,Cerrado,2019,04,25
PARANÁ,NOVA LONDRINA,Mata Atlântica,2019,04,25
MATO GROSSO DO SUL,ANAURILÂNDIA,Cerrado,2019,04,25
SÃO PAULO,CAFELÂNDIA,Mata Atlântica,2019,04,25
SÃO PAULO,ITÁPOLIS,Cerrado,2019,04,25
SÃO PAULO,BORBOREMA,Cerrado,2019,04,25
SÃO PAULO,CARDOSO,Mata Atlântica,2019,04,25
MATO GROSSO DO SUL,COSTA RICA,Cerrado,2019,04,25
GOIÁS,APORÉ,Cerrado,2019,04,25
PARANÁ,MANDAGUAÇU,Mata Atlântica,2019,04,25
PARANÁ,QUERÊNCIA DO NORTE,Mata Atlântica,2019,04,25
MATO GROSSO DO SUL,NAVIRAÍ,Mata Atlântica,2019,04,25
MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,2019,04,25
MATO GROSSO,SÃO JOSÉ DO RIO CLARO,Cerrado,2019,04,25
MATO GROSSO,GAÚCHA DO NORTE,Cerrado,2019,04,25
MATO GROSSO,NOVA MUTUM,Cerrado,2019,04,25
