estado,municipio,bioma,ano,mês,dia
BAHIA,ALCOBAÇA,Mata Atlântica,2016,02,25
MINAS GERAIS,TAIOBEIRAS,Mata Atlântica,2016,02,25
MINAS GERAIS,SÃO JOÃO DO PARAÍSO,Mata Atlântica,2016,02,25
RORAIMA,IRACEMA,Amazônia,2016,01,30
MINAS GERAIS,ABAETÉ,Cerrado,2016,02,25
PIAUÍ,BOM JESUS,Cerrado,2016,02,25
BAHIA,SANTA RITA DE CÁSSIA,Cerrado,2016,02,25
RORAIMA,SÃO LUIZ,Amazônia,2016,01,30
RORAIMA,CARACARAÍ,Amazônia,2016,01,30
RORAIMA,RORAINÓPOLIS,Amazônia,2016,01,30
AMAZONAS,BARCELOS,Amazônia,2016,01,30
BAHIA,MALHADA,Cerrado,2016,02,25
GOIÁS,JUSSARA,Cerrado,2016,02,25
ALAGOAS,OLHO D'ÁGUA GRANDE,Caatinga,2016,02,25
BAHIA,SÃO DESIDÉRIO,Cerrado,2016,02,25
BAHIA,RIACHÃO DAS NEVES,Cerrado,2016,02,25
BAHIA,CAMAÇARI,Mata Atlântica,2016,02,25
BAHIA,SANTA RITA DE CÁSSIA,Cerrado,2016,02,25
BAHIA,CARINHANHA,Cerrado,2016,02,25
SERGIPE,LARANJEIRAS,Mata Atlântica,2016,02,25
BAHIA,FORMOSA DO RIO PRETO,Cerrado,2016,02,25
ALAGOAS,TRAIPU,Caatinga,2016,02,25
MATO GROSSO,QUERÊNCIA,Amazônia,2016,02,07
MATO GROSSO,VERA,Amazônia,2016,02,07
MARANHÃO,CAROLINA,Cerrado,2016,02,07
PARÁ,ALTAMIRA,Amazônia,2016,02,07
MATO GROSSO,PORTO ALEGRE DO NORTE,Amazônia,2016,02,07
TOCANTINS,GOIATINS,Cerrado,2016,02,07
MATO GROSSO,IPIRANGA DO NORTE,Amazônia,2016,02,07
TOCANTINS,PORTO NACIONAL,Cerrado,2016,02,07
MATO GROSSO,SINOP,Amazônia,2016,02,07
MATO GROSSO,CLÁUDIA,Amazônia,2016,02,07
MATO GROSSO,TABAPORÃ,Amazônia,2016,02,07
MARANHÃO,MIRADOR,Cerrado,2016,02,25
PARÁ,RONDON DO PARÁ,Amazônia,2016,02,25
PARÁ,PARAGOMINAS,Amazônia,2016,02,25
PARÁ,TAILÂNDIA,Amazônia,2016,02,25
MARANHÃO,CENTRO DO GUILHERME,Amazônia,2016,02,25
MARANHÃO,JENIPAPO DOS VIEIRAS,Cerrado,2016,02,25
TOCANTINS,ARAGUATINS,Cerrado,2016,02,25
MARANHÃO,BURITICUPU,Amazônia,2016,02,25
PARAÍBA,MOGEIRO,Caatinga,2016,02,08
BAHIA,WANDERLEY,Cerrado,2016,02,08
BAHIA,CONDE,Mata Atlântica,2016,02,08
PERNAMBUCO,IGARASSU,Mata Atlântica,2016,02,08
MATO GROSSO,QUERÊNCIA,Amazônia,2016,02,25
MATO GROSSO,SÃO JOSÉ DO XINGU,Amazônia,2016,02,25
MATO GROSSO,SANTA CARMEM,Amazônia,2016,02,25
MATO GROSSO,UNIÃO DO SUL,Amazônia,2016,02,25
MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,Amazônia,2016,02,25
MARANHÃO,SANTA LUZIA,Amazônia,2016,02,25
MARANHÃO,BOM JARDIM,Amazônia,2016,02,25
PARÁ,ULIANÓPOLIS,Amazônia,2016,02,25
MARANHÃO,AÇAILÂNDIA,Amazônia,2016,02,25
SÃO PAULO,BEBEDOURO,Cerrado,2016,02,11
MINAS GERAIS,ENTRE RIOS DE MINAS,Mata Atlântica,2016,02,11
ESPÍRITO SANTO,LINHARES,Mata Atlântica,2016,02,11
SÃO PAULO,PAULO DE FARIA,Mata Atlântica,2016,02,11
MINAS GERAIS,JEQUITINHONHA,Mata Atlântica,2016,02,11
MINAS GERAIS,ÁGUAS FORMOSAS,Mata Atlântica,2016,02,11
TOCANTINS,MONTE DO CARMO,Cerrado,2016,02,11
MARANHÃO,BARRA DO CORDA,Cerrado,2016,02,11
MARANHÃO,LAGOA DO MATO,Cerrado,2016,02,11
CEARÁ,UMARI,Caatinga,2016,02,11
MARANHÃO,BARÃO DE GRAJAÚ,Cerrado,2016,02,11
MARANHÃO,CAXIAS,Cerrado,2016,02,11
PIAUÍ,SANTA FILOMENA,Cerrado,2016,02,11
PIAUÍ,MANOEL EMÍDIO,Cerrado,2016,02,11
MARANHÃO,SÃO JOÃO DO SOTER,Cerrado,2016,02,11
CEARÁ,ITAREMA,Caatinga,2016,02,11
MATO GROSSO,NOVA MARINGÁ,Amazônia,2016,02,11
MATO GROSSO,NOVA CANAÃ DO NORTE,Amazônia,2016,02,11
PARÁ,CAPITÃO POÇO,Amazônia,2016,02,11
MATO GROSSO,RONDONÓPOLIS,Cerrado,2016,02,11
MATO GROSSO,BARRA DO BUGRES,Amazônia,2016,02,11
MATO GROSSO,PORTO DOS GAÚCHOS,Amazônia,2016,02,11
MATO GROSSO,SAPEZAL,Cerrado,2016,02,10
TOCANTINS,MATEIROS,Cerrado,2016,02,10
RONDÔNIA,PORTO VELHO,Amazônia,2016,02,10
MATO GROSSO,COLNIZA,Amazônia,2016,02,10
RONDÔNIA,CANDEIAS DO JAMARI,Amazônia,2016,02,10
PARÁ,NOVO PROGRESSO,Amazônia,2016,02,10
TOCANTINS,PAU D'ARCO,Amazônia,2016,02,10
PARÁ,PRAINHA,Amazônia,2016,02,10
PARÁ,ALENQUER,Amazônia,2016,02,10
PARÁ,PORTO DE MOZ,Amazônia,2016,02,10
AMAZONAS,URUCURITUBA,Amazônia,2016,02,10
AMAZONAS,AUTAZES,Amazônia,2016,02,10
AMAZONAS,NHAMUNDÁ,Amazônia,2016,02,10
PARÁ,SANTARÉM,Amazônia,2016,02,10
PARÁ,MONTE ALEGRE,Amazônia,2016,02,10
MATO GROSSO,CANARANA,Cerrado,2016,02,25
MATO GROSSO,PARANATINGA,Cerrado,2016,02,25
TOCANTINS,PEIXE,Cerrado,2016,02,25
MATO GROSSO,NOVA XAVANTINA,Cerrado,2016,02,25
MATO GROSSO,BOM JESUS DO ARAGUAIA,Amazônia,2016,02,25
MATO GROSSO,PORTO ALEGRE DO NORTE,Amazônia,2016,02,12
MATO GROSSO,BRASNORTE,Amazônia,2016,02,12
MATO GROSSO,NOVA CANAÃ DO NORTE,Amazônia,2016,02,12
MATO GROSSO,QUERÊNCIA,Amazônia,2016,02,12
MATO GROSSO,NOVA MARINGÁ,Amazônia,2016,02,12
MARANHÃO,RIBAMAR FIQUENE,Cerrado,2016,02,23
TOCANTINS,ARAGUAÍNA,Amazônia,2016,02,23
TOCANTINS,CARMOLÂNDIA,Cerrado,2016,02,23
TOCANTINS,MATEIROS,Cerrado,2016,02,23
TOCANTINS,BOM JESUS DO TOCANTINS,Cerrado,2016,02,23
TOCANTINS,TUPIRAMA,Cerrado,2016,02,23
MARANHÃO,BALSAS,Cerrado,2016,02,23
TOCANTINS,RIO SONO,Cerrado,2016,02,23
TOCANTINS,DOIS IRMÃOS DO TOCANTINS,Cerrado,2016,02,23
PARÁ,SÃO FÉLIX DO XINGU,Amazônia,2016,02,23
PARÁ,MARABÁ,Amazônia,2016,02,23
MATO GROSSO,PARANATINGA,Amazônia,2016,02,23
TOCANTINS,RIO DOS BOIS,Cerrado,2016,02,23
TOCANTINS,PIUM,Cerrado,2016,02,23
MATO GROSSO,ÁGUA BOA,Cerrado,2016,02,23
MATO GROSSO,QUERÊNCIA,Amazônia,2016,02,23
TOCANTINS,ABREULÂNDIA,Cerrado,2016,02,23
MATO GROSSO,CANABRAVA DO NORTE,Amazônia,2016,02,23
PARÁ,ANAPU,Amazônia,2016,02,23
MARANHÃO,ITINGA DO MARANHÃO,Amazônia,2016,02,23
PARÁ,ULIANÓPOLIS,Amazônia,2016,02,23
MATO GROSSO,CANARANA,Amazônia,2016,02,23
PARÁ,TAILÂNDIA,Amazônia,2016,02,23
MARANHÃO,AÇAILÂNDIA,Amazônia,2016,02,23
PARÁ,RONDON DO PARÁ,Amazônia,2016,02,23
PARÁ,GOIANÉSIA DO PARÁ,Amazônia,2016,02,23
PARÁ,ALENQUER,Amazônia,2016,02,23
MATO GROSSO,CONFRESA,Amazônia,2016,02,23
MARANHÃO,CAROLINA,Cerrado,2016,02,23
TOCANTINS,SANTA FÉ DO ARAGUAIA,Amazônia,2016,02,23
MATO GROSSO,SANTA CARMEM,Amazônia,2016,02,21
MATO GROSSO,BRASNORTE,Amazônia,2016,02,21
MATO GROSSO,PARANATINGA,Amazônia,2016,02,21
MATO GROSSO,NOVA MUTUM,Cerrado,2016,02,21
MATO GROSSO,PORTO DOS GAÚCHOS,Amazônia,2016,02,21
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2016,02,21
MATO GROSSO,NOVA UBIRATÃ,Cerrado,2016,02,21
MATO GROSSO,SANTA TEREZINHA,Cerrado,2016,02,20
TOCANTINS,ALMAS,Cerrado,2016,02,20
MARANHÃO,BARRA DO CORDA,Cerrado,2016,02,20
PARÁ,SANTANA DO ARAGUAIA,Amazônia,2016,02,20
AMAZONAS,AUTAZES,Amazônia,2016,02,17
AMAZONAS,MANICORÉ,Amazônia,2016,02,17
PARÁ,JACAREACANGA,Amazônia,2016,02,17
AMAZONAS,MAUÉS,Amazônia,2016,02,17
AMAZONAS,NOVO ARIPUANÃ,Amazônia,2016,02,17
AMAZONAS,APUÍ,Amazônia,2016,02,17
AMAZONAS,PRESIDENTE FIGUEIREDO,Amazônia,2016,02,17
PARÁ,MONTE ALEGRE,Amazônia,2016,02,17
AMAZONAS,BARCELOS,Amazônia,2016,02,17
RORAIMA,SÃO JOÃO DA BALIZA,Amazônia,2016,02,17
RORAIMA,CAROEBE,Amazônia,2016,02,17
BAHIA,CÍCERO DANTAS,Caatinga,2016,02,17
SERGIPE,TOBIAS BARRETO,Caatinga,2016,02,17
PARANÁ,CORONEL DOMINGOS SOARES,Mata Atlântica,2016,02,17
SANTA CATARINA,SÃO MIGUEL DO OESTE,Mata Atlântica,2016,02,17
PARANÁ,ALTÔNIA,Mata Atlântica,2016,02,17
MATO GROSSO DO SUL,ITAQUIRAÍ,Mata Atlântica,2016,02,17
PARANÁ,FRANCISCO ALVES,Mata Atlântica,2016,02,17
MATO GROSSO DO SUL,NOVA ALVORADA DO SUL,Cerrado,2016,02,17
MINAS GERAIS,SANTA VITÓRIA,Mata Atlântica,2016,02,17
GOIÁS,ITARUMÃ,Cerrado,2016,02,17
MATO GROSSO DO SUL,CAMAPUÃ,Cerrado,2016,02,17
MATO GROSSO DO SUL,RIO BRILHANTE,Cerrado,2016,02,17
MATO GROSSO DO SUL,NOVO HORIZONTE DO SUL,Mata Atlântica,2016,02,17
MATO GROSSO DO SUL,ANTÔNIO JOÃO,Cerrado,2016,02,17
MATO GROSSO DO SUL,SIDROLÂNDIA,Cerrado,2016,02,17
PARÁ,ALMEIRIM,Amazônia,2016,01,13
RORAIMA,PACARAIMA,Amazônia,2016,01,13
RORAIMA,NORMANDIA,Amazônia,2016,01,13
RORAIMA,BONFIM,Amazônia,2016,01,13
PIAUÍ,PATOS DO PIAUÍ,Caatinga,2016,01,13
RORAIMA,SÃO JOÃO DA BALIZA,Amazônia,2016,01,11
RORAIMA,CAROEBE,Amazônia,2016,01,11
RORAIMA,BOA VISTA,Amazônia,2016,01,11
RORAIMA,PACARAIMA,Amazônia,2016,01,11
PARÁ,PRAINHA,Amazônia,2016,01,11
RORAIMA,CAROEBE,Amazônia,2016,01,11
PARÁ,ÓBIDOS,Amazônia,2016,01,11
AMAZONAS,PRESIDENTE FIGUEIREDO,Amazônia,2016,01,11
PARÁ,PORTO DE MOZ,Amazônia,2016,01,11
RORAIMA,RORAINÓPOLIS,Amazônia,2016,01,11
PARÁ,ORIXIMINÁ,Amazônia,2016,01,11
MARANHÃO,SANTA HELENA,Amazônia,2016,01,11
PARÁ,PLACAS,Amazônia,2016,01,16
PARÁ,ITAITUBA,Amazônia,2016,01,16
PARÁ,PORTO DE MOZ,Amazônia,2016,01,16
AMAZONAS,URUCURITUBA,Amazônia,2016,01,16
AMAZONAS,PRESIDENTE FIGUEIREDO,Amazônia,2016,01,16
PARÁ,SANTARÉM,Amazônia,2016,01,16
AMAZONAS,MANAUS,Amazônia,2016,01,16
PARÁ,MONTE ALEGRE,Amazônia,2016,01,16
PARÁ,PRAINHA,Amazônia,2016,01,16
PARÁ,ALMEIRIM,Amazônia,2016,01,16
CEARÁ,SOBRAL,Caatinga,2016,01,16
MINAS GERAIS,BOM DESPACHO,Cerrado,2016,04,25
SÃO PAULO,VALPARAÍSO,Mata Atlântica,2016,04,25
ESPÍRITO SANTO,SÃO MATEUS,Mata Atlântica,2016,04,25
SÃO PAULO,OSCAR BRESSANE,Mata Atlântica,2016,04,25
SÃO PAULO,PEREIRA BARRETO,Mata Atlântica,2016,04,25
SÃO PAULO,JAÚ,Mata Atlântica,2016,04,25
SÃO PAULO,PIRACICABA,Cerrado,2016,04,25
SÃO PAULO,PARAPUÃ,Mata Atlântica,2016,04,25
SÃO PAULO,CABRÁLIA PAULISTA,Cerrado,2016,04,25
SÃO PAULO,MARTINÓPOLIS,Cerrado,2016,04,25
MINAS GERAIS,PLANURA,Cerrado,2016,04,25
MATO GROSSO,TAPURAH,Amazônia,2016,04,25
TOCANTINS,LAGOA DA CONFUSÃO,Cerrado,2016,04,25
MATO GROSSO,NOVA MARINGÁ,Amazônia,2016,04,25
PARÁ,SANTANA DO ARAGUAIA,Amazônia,2016,04,25
MATO GROSSO,TABAPORÃ,Amazônia,2016,04,25
MATO GROSSO,PEIXOTO DE AZEVEDO,Amazônia,2016,04,25
MATO GROSSO,SANTA CRUZ DO XINGU,Amazônia,2016,04,25
TOCANTINS,MATEIROS,Cerrado,2016,04,25
MATO GROSSO,BRASNORTE,Cerrado,2016,04,25
MATO GROSSO,FELIZ NATAL,Amazônia,2016,04,25
TOCANTINS,FORMOSO DO ARAGUAIA,Cerrado,2016,04,25
MATO GROSSO,IPIRANGA DO NORTE,Cerrado,2016,04,25
MATO GROSSO,IPIRANGA DO NORTE,Amazônia,2016,04,25
MATO GROSSO,PORTO ALEGRE DO NORTE,Amazônia,2016,04,25
TOCANTINS,TOCANTÍNIA,Cerrado,2016,04,25
TOCANTINS,PIUM,Cerrado,2016,04,25
MATO GROSSO,BRASNORTE,Amazônia,2016,04,25
MATO GROSSO,NOVA SANTA HELENA,Amazônia,2016,04,25
MATO GROSSO,NOVA MUTUM,Cerrado,2016,04,25
ESPÍRITO SANTO,LINHARES,Mata Atlântica,2016,04,26
RORAIMA,AMAJARI,Amazônia,2016,04,26
BAHIA,BAIXA GRANDE,Caatinga,2016,04,26
BAHIA,SANTO AMARO,Mata Atlântica,2016,04,26
PIAUÍ,RIBEIRO GONÇALVES,Cerrado,2016,04,26
MATO GROSSO,NOVO SANTO ANTÔNIO,Cerrado,2016,04,26
MATO GROSSO,IPIRANGA DO NORTE,Amazônia,2016,04,26
MATO GROSSO,MARCELÂNDIA,Amazônia,2016,04,26
MATO GROSSO,ITAÚBA,Amazônia,2016,04,26
MATO GROSSO,SANTA CARMEM,Amazônia,2016,04,30
MATO GROSSO,NOVA UBIRATÃ,Amazônia,2016,04,30
MATO GROSSO,TAPURAH,Amazônia,2016,04,30
MATO GROSSO,TABAPORÃ,Amazônia,2016,04,30
MATO GROSSO,CAMPO NOVO DO PARECIS,Cerrado,2016,04,30
MATO GROSSO,NOVA MARINGÁ,Amazônia,2016,04,30
MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,Amazônia,2016,04,30
MATO GROSSO,PORTO DOS GAÚCHOS,Amazônia,2016,04,30
MATO GROSSO,LUCAS DO RIO VERDE,Cerrado,2016,04,30
MATO GROSSO,UNIÃO DO SUL,Amazônia,2016,04,30
MATO GROSSO,NOVA MUTUM,Cerrado,2016,04,30
MATO GROSSO,TORIXORÉU,Cerrado,2016,04,30
MATO GROSSO,CANARANA,Cerrado,2016,04,30
MATO GROSSO,SANTO ANTÔNIO DO LEVERGER,Pantanal,2016,04,30
MATO GROSSO,COCALINHO,Cerrado,2016,04,30
MATO GROSSO,TANGARÁ DA SERRA,Cerrado,2016,04,30
MATO GROSSO,JUARA,Amazônia,2016,04,30
MATO GROSSO,NOVA OLÍMPIA,Amazônia,2016,04,30
MATO GROSSO,ALTO GARÇAS,Cerrado,2016,04,30
MATO GROSSO,CÁCERES,Pantanal,2016,04,30
MATO GROSSO,NOSSA SENHORA DO LIVRAMENTO,Cerrado,2016,04,30
MATO GROSSO,FELIZ NATAL,Amazônia,2016,04,30
MATO GROSSO,MARCELÂNDIA,Amazônia,2016,04,30
MATO GROSSO,TANGARÁ DA SERRA,Cerrado,2016,04,30
GOIÁS,ANICUNS,Cerrado,2016,04,30
RIO GRANDE DO SUL,SÃO JERÔNIMO,Pampa,2016,04,30
RIO GRANDE DO SUL,ENCRUZILHADA DO SUL,Pampa,2016,04,30
RIO GRANDE DO SUL,CACHOEIRA DO SUL,Pampa,2016,04,30
PARANÁ,SÃO MATEUS DO SUL,Mata Atlântica,2016,04,30
MATO GROSSO DO SUL,DOURADOS,Cerrado,2016,04,30
SÃO PAULO,TEODORO SAMPAIO,Mata Atlântica,2016,04,30
MATO GROSSO DO SUL,ARAL MOREIRA,Mata Atlântica,2016,04,30
PARANÁ,MARUMBI,Mata Atlântica,2016,04,30
SÃO PAULO,POLONI,Mata Atlântica,2016,04,30
MINAS GERAIS,MONTE ALEGRE DE MINAS,Cerrado,2016,04,30
MATO GROSSO DO SUL,NIOAQUE,Cerrado,2016,04,30
MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2016,04,30
MINAS GERAIS,SANTA VITÓRIA,Cerrado,2016,04,30
GOIÁS,CAIAPÔNIA,Cerrado,2016,04,30
PARANÁ,IPIRANGA,Mata Atlântica,2016,04,30
SANTA CATARINA,FAXINAL DOS GUEDES,Mata Atlântica,2016,04,30
RIO GRANDE DO SUL,TRÊS PALMEIRAS,Mata Atlântica,2016,04,30
SÃO PAULO,PIRACICABA,Mata Atlântica,2016,04,30
PARANÁ,XAMBRÊ,Mata Atlântica,2016,04,30
PARANÁ,ORTIGUEIRA,Mata Atlântica,2016,04,30
